Register, 1st Pronouns, 2nd Pronouns, 3rd Pronouns,,Average,1st,2nd,3rd
NA,51485.8871,39350.80645,45689.51613,,,,,
OP,47227.35675,36083.1793,41896.48799,,,,,
OP,42101.97368,32125,37296.05263,,,,,
OP,11876.73772,9060.704356,10519.92586,,,,,
OP,22231.36915,16952.33969,19676.77643,,,,,
OP,60845.97156,46388.62559,53815.16588,,,,,
OP,10857.14286,8272.229246,9576.485461,,,,,
OP,60386.41686,45990.63232,53222.48244,,,,,
OP,17485.44347,13362.89777,15390.65674,,,,,
OP,80000,61111.45511,70386.9969,,,,,
OP,21137.84666,16109.29853,18557.91191,,,,,
OP,15333.52976,11640.54213,13421.33176,,,,,
OP,34490.06623,26174.83444,30181.45695,,,,,
OP,16940.98573,12825.55123,14793.12581,,,,,
OP,82194.96855,62201.25786,71745.28302,,,,,
OP,43428.57143,32868.77076,37915.28239,,,,,
OP,7505.296307,5673.060407,6549.957057,,,,,
OP,32102.81518,24264.38188,28017.13586,,,,,
OP,13852.39852,10455.45598,12069.58355,,,,,
OP,6160.476524,4641.672506,5380.28498,,,,,
OP,46790.78014,35237.58865,40842.19858,,,,,
OP,9892.750374,7430.493274,8618.460389,,,,,
OP,6773.29589,5084.758744,5901.199898,,,,,
OP,162773.0061,122214.7239,141815.9509,,,,,
OP,3714.265793,2788.732394,3232.18519,,,,,
OP,16183.1413,12144.3299,14069.73924,,,,,
OP,62690.14085,47009.38967,54464.78873,,,,,
OP,50546.3138,37856.3327,43880.90737,,,,,
OP,14220.80679,10640.12739,12332.80255,,,,,
OP,17899.19893,13391.18825,15514.01869,,,,,
OP,36715.45828,27444.59644,31807.11354,,,,,
OP,4240.20148,3161.183693,3667.243822,,,,,
OP,21098.59155,15719.8748,18252.73865,,,,,
OP,51573.61377,38420.6501,44625.23901,,,,,
OP,47538.73239,35392.60563,41100.35211,,,,,
OP,52976.47059,39417.64706,45796.07843,,,,,
OP,43675.28271,32483.03716,37756.05816,,,,,
OP,117556.5217,87434.78261,101626.087,,,,,
OP,248064.2202,184513.7615,214449.5413,,,,,
OP,18624.91397,13847.21266,16090.15829,,,,,
OP,113752.1008,84546.21849,98260.5042,,,,,
OP,19189.66737,14253.36164,16570.41755,,,,,
OP,22961.08291,17047.37733,19815.56684,,,,,
OP,40207.40741,29851.85185,34727.40741,,,,,
OP,75400,55980.55556,65125,,,,,
OP,11405.36013,8457.286432,9847.571189,,,,,
OP,139676.9231,103574.359,120600,,,,,
OP,249917.4312,185293.578,215752.2936,,,,,
OP,86256.32911,63927.21519,74424.05063,,,,,
OP,2161.373998,1599.355447,1857.019337,,,,,
OP,1749.120161,1287.330317,1507.164404,,,,,
OP,3276.531089,2402.875175,2811.360449,,,,,
OP,28750,21073.77049,24649.59016,,,,,
OP,24462.54355,17918.98955,20959.93031,,,,,
OP,40661.36035,29784.37048,34826.33864,,,,,
OP,17558.401,12868.83198,15043.72267,,,,,
OP,26654.35606,19515.15152,22823.86364,,,,,
OP,73501.30548,53806.78851,62947.78068,,,,,
OP,30765.28384,22527.29258,26339.51965,,,,,
OP,34522.64382,25260.70991,29550.79559,,,,,
OP,93704.31894,68574.75083,80239.20266,,,,,
OP,15173.28326,11083.15451,12969.95708,,,,,
OP,30623.37662,22363.63636,26173.16017,,,,,
OP,17500.30883,12791.22915,14951.82211,,,,,
OP,22458.00317,16411.25198,19208.39937,,,,,
OP,33553.84615,24517.15976,28695.85799,,,,,
OP,20283.77412,14817.01215,17341.67262,,,,,
OP,9683.225587,7054.780538,8281.047976,,,,,
OP,14048.76847,10227.58621,12020.19704,,,,,
OP,20827.73723,15154.74453,17829.19708,,,,,
OP,11130.84112,8085.669782,9534.657321,,,,,
OP,18593.89214,13502.92398,15919.4282,,,,,
OP,6410.284951,4650.934996,5460.596616,,,,,
OP,12333.33333,8931.623932,10486.32479,,,,,
OP,22385.27132,16217.82946,19064.34109,,,,,
OP,66861.11111,48432.87037,56932.87037,,,,,
OP,8200.453001,5929.218573,6968.289921,,,,,
OP,17742.96206,12820.07344,15072.21542,,,,,
OP,23755.31915,17144.02619,20166.12111,,,,,
OP,47090.76175,33954.61912,39948.13614,,,,,
OP,17200.23627,12376.25517,14561.13408,,,,,
OP,31418.10345,22589.43966,26576.50862,,,,,
OP,97852.34899,70348.99329,82778.52349,,,,,
OP,45711.59875,32916.9279,38675.54859,,,,,
OP,6073.520249,4363.032191,5137.279335,,,,,
OP,35335.74879,25388.88889,29892.51208,,,,,
OP,216733.3333,155718.5185,183355.5556,,,,,
OP,25763.20423,18507.92254,21793.1338,,,,,
OP,596.8090188,420.9802236,481.6852966,,,,,
OP,2054.266564,1430.201083,1638.63109,,,,,
OP,7557.760454,5250.649657,6017.009213,,,,,
OP,58937.3849,40931.86004,46915.28545,,,,,
OP,40722.64631,28297.70992,32461.83206,,,,,
OP,38218.11681,26513.70679,30419.54708,,,,,
OP,25742.3756,17861.1557,20494.38202,,,,,
OP,39467.40467,27380.0738,31415.74416,,,,,
OP,27211.86441,18875.42373,21657.62712,,,,,
OP,37259.86079,25841.06729,29658.93271,,,,,
OP,41560.15524,28835.70505,33085.38163,,,,,
OP,30361.32075,21050.9434,24143.39623,,,,,
OP,54190.23569,37607.74411,43092.59259,,,,,
OP,47486.72566,32952.80236,37762.53687,,,,,
OP,79511.11111,55167.90123,63222.22222,,,,,
OP,15998.01587,11097.22222,12703.37302,,,,,
OP,36824.20091,25538.81279,29246.57534,,,,,
OP,11202.36029,7768.830267,8904.547032,,,,,
OP,200478.2609,139024.8447,159341.6149,,,,,
OP,42205.22876,29258.82353,33542.48366,,,,,
OP,48780.96677,33812.68882,38768.88218,,,,,
OP,3561.445783,2460.460022,2832.63965,,,,,
OP,11212.95658,7748.793935,8930.048243,,,,,
OP,24300,16794.02985,19347.76119,,,,,
OP,24954.82389,17277.18224,19870.59724,,,,,
OP,81279.30175,56269.32668,64738.15461,,,,,
OP,8035.1697,5558.288244,6403.344811,,,,,
OP,32595.21436,22540.37886,25971.08674,,,,,
OP,50382.12635,34850.53929,40141.75655,,,,,
OP,41094.22111,28418.34171,32738.69347,,,,,
OP,71588.62144,49518.59956,57041.57549,,,,,
OP,16414.53634,11346.86717,13079.19799,,,,,
OP,87330.66667,60378.66667,69594.66667,,,,,
OP,17206.71563,11883.00105,13703.04302,,,,,
OP,22689.70283,15660.67726,18058.74223,,,,,
OP,16926.36457,11669.92791,13464.98455,,,,,
OP,64334.63796,44354.20744,51205.47945,,,,,
OP,31897.1872,21990.30068,25387.00291,,,,,
OP,38309.6624,26410.94296,30477.29919,,,,,
OP,56858.37651,39195.16408,45236.61485,,,,,
OP,55641.89189,38336.14865,44243.24324,,,,,
OP,86498.68766,59566.92913,68745.40682,,,,,
OP,22333.7847,15366.28301,17761.67908,,,,,
OP,161740.1961,111254.902,128617.6471,,,,,
OP,18095.34247,12440,14385.20548,,,,,
OP,71493.50649,49142.85714,56826.83983,,,,,
OP,87649.86737,60249.33687,69649.86737,,,,,
OP,29939.36652,20586.42534,23778.28054,,,,,
OP,23935.64714,16460.59291,19005.78453,,,,,
OP,147839.2857,101629.4643,117361.6071,,,,,
OP,30144.54545,20721.81818,23905.45455,,,,,
OP,48410.21898,33275.91241,38395.62044,,,,,
OP,150750,103613.6364,119572.7273,,,,,
OP,30431.19266,20967.88991,24143.11927,,,,,
OP,194035.0877,133666.6667,153900.5848,,,,,
OP,34280.99174,23614.66942,27210.7438,,,,,
OP,79399.52153,54693.7799,63026.31579,,,,,
OP,26998.37398,18591.05691,21424.39024,,,,,
OP,95171.91977,65530.08596,75532.95129,,,,,
OP,134493.9271,92595.1417,106740.8907,,,,,
OP,5484.55979,3769.053876,4341.162943,,,,,
OP,38108.32383,26205.24515,30149.37286,,,,,
OP,70216.38655,48283.61345,55596.63866,,,,,
OP,16223.56935,11152.27934,12852.57032,,,,,
OP,312700.9346,214915.8879,247682.243,,,,,
OP,12228.74863,8403.137541,9677.489967,,,,,
OP,797.3558082,554.400426,625.2054921,,,,,
OP,75874.44934,52755.50661,59493.39207,,,,,
OP,107330.2181,74616.82243,84168.2243,,,,,
OP,9988.712012,6943.270622,7828.94356,,,,,
OP,124588.4477,86613.71841,97649.81949,,,,,
OP,140865.3061,97930.61224,110412.2449,,,,,
OP,217088.0503,150899.3711,170157.2327,,,,,
OP,83810.67961,58235.43689,65677.18447,,,,,
OP,185720.4301,129005.3763,145483.871,,,,,
OP,15658.51449,10871.82971,12274.90942,,,,,
OP,52889.90826,36704.89297,41449.54128,,,,,
OP,1995.488292,1392.23301,1574.071959,,,,,
OP,20334.49477,14171.89315,16016.26016,,,,,
OP,79097.06546,55110.60948,62264.10835,,,,,
OP,44265.15152,30853.53535,34845.9596,,,,,
OP,50309.89957,35071.73601,39598.27834,,,,,
OP,49965.81197,34824.78632,39374.64387,,,,,
OP,52430.49327,36545.59043,41318.38565,,,,,
OP,70322.64529,49000,55394.78958,,,,,
OP,28204.01606,19648.19277,22219.27711,,,,,
OP,47667.57123,33195.3867,37549.5251,,,,,
OP,337817.3077,235259.6154,266096.1538,,,,,
OP,185888.8889,129455.0265,146423.2804,,,,,
OP,34607.28346,24081.69291,27257.87402,,,,,
OP,113435.4839,78925.80645,89341.93548,,,,,
OP,39064.37292,27157.60266,30758.04661,,,,,
OP,7918.550011,5483.329604,6220.183486,,,,,
OP,8004.283138,5535.166817,6276.149684,,,,,
OP,3224.977698,2210.347904,2493.933988,,,,,
OP,50325.45202,34479.8331,38884.56189,,,,,
OP,26611.31521,18240.99927,20556.20867,,,,,
OP,71157.17092,48774.0668,54978.389,,,,,
OP,69275.33461,47470.36329,53520.07648,,,,,
OP,103813.7536,71137.53582,80266.47564,,,,,
OP,81603.6036,55925.67568,63114.86486,,,,,
OP,29872.3229,20476.93575,23096.37562,,,,,
OP,74781.4433,51270.10309,57824.74227,,,,,
OP,47494.7644,32561.51832,36722.51309,,,,,
OP,68616.25709,47045.36862,53041.5879,,,,,
OP,56729.6875,38887.5,43856.25,,,,,
OP,58871.9611,40376.01297,45494.32739,,,,,
OP,26727.20588,18320.58824,20660.29412,,,,,
OP,104485.6322,71597.70115,80750,,,,,
OP,101025,69213.88889,78072.22222,,,,,
OP,28695.5836,19658.51735,22179.02208,,,,,
OP,28042.34026,19210.93149,21652.04003,,,,,
OP,39175.26882,26834.4086,30248.3871,,,,,
SP,47033.54839,32210.32258,36307.09677,,,,,
SP,18949.09091,12990.64935,14626.49351,,,,,
SP,17216.67452,11791.80405,13281.20584,,,,,
SP,66641.16576,45619.30783,51366.12022,,,,,
SP,7804.836657,5330.717013,6008.909631,,,,,
SP,34219.12721,23349.11792,26337.97586,,,,,
SP,46403.77358,31647.79874,35689.30818,,,,,
SP,33528.13067,22839.38294,25755.89837,,,,,
SP,26383.73752,17963.6234,20315.26391,,,,,
SP,28340.21407,19272.17125,21785.93272,,,,,
SP,39486.17021,26837.23404,30329.78723,,,,,
SP,12997.90649,8821.702722,9968.597348,,,,,
SP,37260.73926,25264.73526,28553.44655,,,,,
SP,17452.84781,11824.92997,13359.94398,,,,,
SP,27257.82957,18482.8842,20846.32192,,,,,
SP,3595.81382,2430.182548,2739.462869,,,,,
SP,33854.44744,22872.41689,25761.00629,,,,,
SP,22523.26969,15201.67064,17119.9284,,,,,
SP,15116.30695,10194.2446,11477.21823,,,,,
SP,32228.08511,21723.40426,24463.82979,,,,,
SP,22446.418,15132.03079,17026.05092,,,,,
SP,25343.79172,17073.43124,19211.61549,,,,,
SP,12587.57436,8466.292135,9529.081295,,,,,
SP,216448.8636,145590.9091,163857.9545,,,,,
SP,48259.49367,32462.02532,36515.18987,,,,,
SP,26374.30939,17723.0663,19929.55801,,,,,
SP,14862.63097,9977.105161,11209.15794,,,,,
SP,94157.24816,63179.36118,70990.17199,,,,,
SP,17316.50135,11606.40216,13030.20739,,,,,
SP,43055.99104,28849.94401,32380.73908,,,,,
SP,8580.480213,5737.883504,6442.641174,,,,,
SP,34643.94619,23160.53812,25996.41256,,,,,
SP,98568.87755,65882.65306,73969.38776,,,,,
SP,6084.326019,4060.344828,4551.880878,,,,,
SP,54690.14085,36494.3662,40918.30986,,,,,
SP,28522.37711,19030.0807,21331.62142,,,,,
SP,13344.98116,8904.419322,9980.130182,,,,,
SP,10681.15942,7116.488925,7981.95242,,,,,
SP,44784.65063,29820.16037,33443.29897,,,,,
SP,41488.86532,27613.99788,30970.30753,,,,,
SP,113426.087,75492.75362,84655.07246,,,,,
SP,50700.7772,33739.63731,37841.96891,,,,,
SP,11610.10937,7719.479752,8663.316583,,,,,
SP,18688.00379,12402.0863,13908.48743,,,,,
SP,8178.910442,5412.505159,6059.636814,,,,,
SP,34677.44755,22942.30769,25683.56643,,,,,
SP,24306.42202,16061.7737,18002.44648,,,,,
SP,34707.67888,22922.33857,25688.48168,,,,,
SP,39442.0218,26041.62537,29205.15362,,,,,
SP,26994.58362,17811.10359,19970.20988,,,,,
SP,43381.52174,28604.34783,32066.30435,,,,,
SP,50569.62025,33329.11392,37355.6962,,,,,
SP,36275.86207,23905.62613,26789.47368,,,,,
SP,31334.6395,20650.47022,23141.84953,,,,,
SP,26311.22784,17315.82403,19396.58569,,,,,
SP,7951.397088,5199.527745,5820.149547,,,,,
SP,34390.82413,22463.04163,25140.18692,,,,,
SP,34154.30017,22318.71838,24954.4688,,,,,
SP,39378.64078,25711.65049,28738.83495,,,,,
SP,12589.85462,8209.403031,9168.26477,,,,,
SP,40951.75879,26688.44221,29793.96985,,,,,
SP,28052.88462,18266.48352,20368.81868,,,,,
SP,26512.97017,17279.50713,19240.59663,,,,,
SP,15432.81897,10053.06737,11174.63304,,,,,
SP,26695.70871,17375.16255,19308.84265,,,,,
SP,85560.41667,55677.08333,61910.41667,,,,,
SP,4302.071406,2796.606641,3108.774852,,,,,
SP,40922.84866,26585.55885,29556.87438,,,,,
SP,29975.39797,19469.60926,21630.96961,,,,,
SP,45811.04972,29754.69613,33043.09392,,,,,
SP,131262.6582,85265.82278,94636.07595,,,,,
SP,46393.29609,30146.36872,33421.22905,,,,,
SP,73532.74336,47775.22124,52953.9823,,,,,
SP,132769.9681,86252.39617,95597.44409,,,,,
SP,10859.89583,7039.0625,7829.6875,,,,,
SP,159187.0229,103190.8397,114770.9924,,,,,
SP,32753.72549,21218.82353,23602.35294,,,,,
SP,63902.14067,41391.43731,46024.46483,,,,,
SP,150359.7122,97381.29496,108287.7698,,,,,
SP,18220.53067,11801.21792,13112.65768,,,,,
SP,33552.35811,21705.83533,24136.69065,,,,,
SP,96972.28637,62720.55427,69778.29099,,,,,
SP,111126.9841,71862.43386,79947.08995,,,,,
SP,251592.8144,162664.6707,180964.0719,,,,,
SP,39036.2117,25232.12628,28065.92386,,,,,
SP,128590.2141,83125.38226,92452.59939,,,,,
SP,27192.50646,17575.5814,19566.53747,,,,,
SP,30723.55945,19857.76805,22093.36251,,,,,
SP,24653.5986,15939.1457,17766.53013,,,,,
SP,37463.58792,24209.59147,26976.90941,,,,,
SP,21826.01962,14087.24832,15695.40527,,,,,
SP,17361.77194,11197.29286,12486.87449,,,,,
SP,33650.51628,21690.23034,24188.24464,,,,,
SP,48854.83871,31478.1106,35093.31797,,,,,
SP,25082.69344,16161.84288,17998.81867,,,,,
SP,13312.20731,8551.045894,9529.191383,,,,,
SP,193827.2727,124531.8182,138750,,,,,
SP,100369.4118,64512.94118,71835.29412,,,,,
SP,51376.65463,33010.83032,36741.27557,,,,,
SP,45873.25456,29472.6101,32801.28894,,,,,
SP,96211.71171,61824.32432,68799.54955,,,,,
SP,9202.148228,5913.641246,6566.487648,,,,,
SP,50080.60748,32163.5514,35717.28972,,,,,
SP,26867.33417,17267.20901,19149.56195,,,,,
SP,52970.40691,34035.75832,37736.12824,,,,,
SP,22723.1907,14595.35129,16174.85473,,,,,
SP,28381.42292,18216.73254,20193.01713,,,,,
SP,19587.94198,12569.80961,13915.23119,,,,,
SP,31440.40698,20167.87791,22323.40116,,,,,
SP,17659.74766,11301.9943,12518.92552,,,,,
SP,115454.7872,73861.70213,81821.80851,,,,,
SP,22461.73733,14376.93899,15918.8211,,,,,
SP,39008.97666,24965.88869,27640.93357,,,,,
SP,20657.49526,13223.43454,14623.81404,,,,,
SP,71532.0197,45791.46141,50628.89984,,,,,
SP,20593.76476,13183.75059,14570.6188,,,,,
SP,16510.9434,10550.18868,11654.71698,,,,,
SP,32802.39521,20940.11976,23126.49701,,,,,
SP,5309.678194,3387.127762,3765.970221,,,,,
SP,45807.45342,29217.3913,32479.29607,,,,,
SP,36989.14858,23587.64608,26193.65609,,,,,
SP,30290.10239,19298.29352,21425.25597,,,,,
SP,34641.46532,22064.69213,24472.33048,,,,,
SP,93637.89474,59606.31579,66107.36842,,,,,
SP,20771.09557,13211.18881,14665.73427,,,,,
SP,34911.58059,22194.83568,24623.63067,,,,,
SP,72485.38961,46068.18182,51099.02597,,,,,
SP,31330.06307,19898.38823,22064.47092,,,,,
SP,25646.04811,16281.2142,18042.95533,,,,,
SP,71222.57552,45198.72814,50098.56916,,,,,
SP,46373.31954,29417.78697,32601.86143,,,,,
SP,43329.15058,27470.07722,30441.11969,,,,,
SP,49369.23077,31304.3956,34667.03297,,,,,
SP,9300.186066,5892.702088,6528.426711,,,,,
SP,37164.19142,23556.93069,26064.35644,,,,,
SP,26089.01734,16523.12139,18278.61272,,,,,
SP,7857.686322,4964.897112,5479.681826,,,,,
SP,28215.88089,17829.40447,19666.2531,,,,,
SP,27541.38973,17398.79154,19160.12085,,,,,
SP,94779.62578,59896.0499,65931.39293,,,,,
SP,21393.25843,13511.70412,14857.6779,,,,,
SP,32684.28571,20635,22720,,,,,
SP,12637.56541,7965.298816,8771.412834,,,,,
SP,50905.76497,32083.14856,35328.15965,,,,,
SP,290626.5823,183158.2278,201721.519,,,,,
SP,27417.16329,17262.21692,19002.38379,,,,,
SP,123048.1283,77475.93583,85291.44385,,,,,
SP,18674.08907,11759.91903,12933.19838,,,,,
SP,11487.69575,7233.407905,7954.511559,,,,,
SP,50223.66992,31605.86319,34756.7861,,,,,
SP,34696.62921,21829.21348,23986.51685,,,,,
SP,57719.80075,36310.08717,39896.63761,,,,,
SP,17580.0227,11037.45743,12138.479,,,,,
SP,48662.13389,30530.33473,33574.26778,,,,,
SP,37801.94805,23719.96753,26061.68831,,,,,
SP,79939.96569,50137.22127,55077.18696,,,,,
SP,26532.68903,16636.15691,18263.21774,,,,,
SP,22611.40648,14154.66409,15540.35766,,,,,
SP,61013.03781,38192.95958,41936.11473,,,,,
SP,19562.36963,12241.13475,13424.28035,,,,,
SP,38433.25143,24049.95905,26361.17936,,,,,
SP,67262.17765,42087.39255,46116.04585,,,,,
SP,63399.46019,39674.76383,43448.04318,,,,,
SP,70070.04471,43847.98808,47986.58718,,,,,
SP,41285.08772,25822.80702,28249.12281,,,,,
SP,29180.18576,18241.48607,19947.98762,,,,,
SP,29209.77723,18249.38119,19949.25743,,,,,
SP,50142.25053,31318.47134,34233.54565,,,,,
SP,61376.62338,38340.25974,41888.31169,,,,,
SP,34946.82422,21829.39439,23829.39439,,,,,
SP,31936.65768,19933.96226,21754.04313,,,,,
SP,49297.2973,30761.95426,33566.52807,,,,,
SP,79106.66667,49338.33333,53823.33333,,,,,
SP,61065.5527,38075.83548,41520.56555,,,,,
SP,31273.50427,19494.41157,21255.09533,,,,,
SP,54959.5843,34259.81524,37332.56351,,,,,
SP,18690.95182,11649.43204,12667.05836,,,,,
SP,44363.974,27617.4559,30033.42618,,,,,
SP,44286.11111,27550.92593,29952.77778,,,,,
SP,42261.25331,26286.84907,28560.45896,,,,,
SP,23395.41687,14531.93564,15815.21209,,,,,
SP,6915.557464,4276.942894,4667.096035,,,,,
SP,80841.13712,49981.60535,54541.80602,,,,,
SP,62252.25225,38486.48649,41987.12999,,,,,
SP,28440.3993,17574.28068,19167.35173,,,,,
SP,22972.07761,14184.09844,15458.58968,,,,,
SP,40668.61925,25115.48117,27343.09623,,,,,
SP,61964.33121,38247.13376,41630.57325,,,,,
SP,49569.24644,30584.52138,33282.07739,,,,,
SP,42813.70826,26411.2478,28731.98594,,,,,
SP,54757.30337,33785.39326,36741.57303,,,,,
SP,49996.92623,30831.96721,33524.59016,,,,,
SP,80557.75578,49674.91749,53998.34983,,,,,
SP,35439.13043,21834.78261,23724.63768,,,,,
SP,31198.85277,19210.32505,20869.98088,,,,,
SP,19556.79554,12027.89956,13062.57473,,,,,
SP,34949.50213,21477.2404,23322.90185,,,,,
SP,10837.58803,6666.373239,7228.873239,,,,,
SP,39898.78543,24555.46559,26613.76518,,,,,
SP,34531.14066,21247.72568,23012.59622,,,,,