heart,disease,144
mdxCv,mice,100
heart,failure,96
body,weight,75
ejaculatory,bulb,73
deforestation,rates,60
reserve,types,60
cell,counts,56
body,wt,50
consumption,index,50
mg/kg,body,50
g/g,body,50
food,consumption,50
heavy,chain,48
pressure,overload,48
gene,program,48
g,liter,44
mass,loss,42
growth,chamber,42
h,photoperiod,42
spore,solution,42
y,effect,40
inhibitor,y,40
land,area,40
accessory,cell,38
cross,vein,38
outer,margin,38
deferentia,expand,36
stream,waters,36
carbon,source,36
descending,arm,36
vasa,deferentia,36
study,period,33
band,disease,26
mucus,bacteria,26
clone,libraries,26
drug,intake,25
body,wt/day,25
muscle,fibers,25
mouse,weight,25
muscle,histology,25
mean,body,25
mdxCv,animals,25
mdx,mice,25
food,intake,25
test,substances,25
mice,fed,25
plant,effluent,24
disease,patients,24
mouse,hearts,24
tetracycline,transactivator,24
calcium,cycling,24
transactivator,system,24
action,potential,24
treatment,plant,24
deiodinase,enzyme,24
heart,function,24
deiodinase,type,24
prohormone,thyroxine,24
gene,expression,24
receptor,expression,24
myosin,isozyme,24
potential,profile,24
carbon,substrates,24
membrane,filters,24
contractile,function,24
wastewater,treatment,24
switch,],24
phenotypic,changes,24
expression,patterns,24
cnemidophorine,lizards,23
food,habits,23
conservation,plans,23
sand,dune,23
lizard,body,23
dune,habitats,23
body,measurements,23
whiptail,lizard,23
yeast,nutrient,22
phytoplankton,biomass,22
oeni,strain,22
nylon,filters,22
glass,carboys,22
liquid,chromatography,22
water,temperature,22
membrane,filtration,22
bentonite,lees,22
mg,liter,22
yeast,lees,22
vinification,protocol,22
m,membrane,22
m,nylon,22
hydrogen,phosphate,22
disk,filter,22
fermentation,temperature,22
high-pressure,liquid,22
acid,concentrations,22
nylon,disk,22
winemaking,process,22
precolumn,derivatization,22
bladder,press,22
spore,concentration,21
pipette,tip,21
seed,development,21
dextrose,agar,21
water,availability,21
count,analysis,21
temperature,settings,21
germination,efficiency,21
sodium,hypochlorite,21
%,methanol,21
stock,spore,21
agar,surface,21
water,status,21
germination,rate,21
potato,dextrose,21
%,sodium,21
phenotypic,differences,21
park,network,20
sample,size,20
fire,data,20
conservation,threats,20
conf,licts,20
%,/year,20
%,deforestation,20
risk,regions,20
deforestation,pressure,20
area,basis,20
park,planners,20
reserve,type,20
air,inflow,20
outer,buffer,20
fire,occurrence,20
land,rights,20
andM3,equidistant,19
arolium,cordate,19
dorsal,surface,19
margin,concave,19
dorsal,view,19
margin,excavate,19
surface,beige,19
margin,convex,19
area,extends,19
margin,straight,19
half,subtriangular,19
scale,tuft,19
valva,aquiline,19
bulb,foramen,19
end,cell,19
dorsal,hind,19
hind,wings,19
descending,arms,18
deferentia,run,18
traction,stress,18
dorsal,gland,18
vasa,efferentia,18
vas,deferens,18
adhesion,length,18
ascending,arm,18
traction,force,18
eye,height,17
tachinid,flies,17
voucher,materials,17
character,states,17
tachinid,parasitoids,17
reconnection,branch,17
data,matrix,17
host,use,17
inner,margins,17
addition,sequence,17
sister,group,17
bisection,reconnection,17
stepwise,addition,17
mid,height,17
male,postabdomens,17
dispersal,hypothesis,16
sporulation,peak,16
sporulation,rates,16
living,beings,16
stream,headwaters,16
flow,increases,16
sporulation,peaks,16
drainage,basin,16
larvae,living,16
riverine,sediments,16
river,banks,16
flood,margins,16
dispersion,model,16
immersion,conditions,16
founder,effect,16
flow,pattern,16
hydrochory,dispersal,16
population,effectives,16
body,part,15
lycocarpum,plants,15
membracids,body,15
occurrence,sampling,15
plastic,tubes,15
aggregation,present,15
sensu,stricto,15
savanna,area,15
leaf,litter,15
field,observation,15
A.,dictyotus,15
Fieldwork,observations,15
monotypic,genus,14
litter,decomposition,14
greenhouse,gas,14
gas,emissions,14
type,localities,14
pusillum,rufipenne,14
gde,province,14
soil,processes,14
rufipes,syriacum,14
biota,lives,13
et,al,13
palmata,harbors,13
marine,ecosystem,13
coralliilyticus-type,strain,13
coral,pathogens,13
mucus,isolates,13
growth,medium,13
consider,corals,13
algal,cultures,12
stream,flow,12
plant,operating,12
field,measurements,12
motor,neuron,12
amber,glass,12
stainless,steel,12
glass,jugs,12
glycerol,solution,12
steel,cap,12
effluent,release,12
carbon,concentration,12
field,sites,12
carbon,sample,12
stream,observations,12
batch,cultures,12
operating,data,12
algal,batch,12
phase,growth,12
organics,analysis,12
Stream,waters,12
community,composition,11
observation,period,11
bloom,events,11
phosphorus,concentrations,11
phytoplankton,community,11
protein,production,11
lake,restoration,11
Winter,values,11
lake,water,11
oxygen,concentration,11
summer,stratification,11
correlation,coefficient,11
skin-like,patterns,10
air,quality,10
cave,system,10
tourist,train,10
river,course,10
surface,stream,10
growth,cones,10
sampling,site,10
cave,entrances,10
tourist,railways,10
tourist,visits,10
microbe,release,10
mass,tourism,10
speleobiology,research,10
water,course,10
tourist,tours,10
external,atmosphere,10
cave,air,10
air,flow,10
cave,walls,10
water,splash,10
cave,environment,10
study,site,10
cave,passage,10
cross-correlation,coefficient,9
stress,vectors,9
force,reconstruction,9
transform,traction,9
adhesion,dynamics,9
force,measurements,9
weight,function,9
Regularization,parameters,9
incubation,time,9
adhesion,lengths,9
immunofluorescence,images,9
Traction,stresses,9
bulk,cell,9
adhesion,images,9
adhesion,rates,9
interpolation,method,9
element,method,9
traction,cytometry,9
adhesion,lifetimes,9
bead,images,9
force,microscopy,9
tumor,cells,9
velocimetry,software,9
actin,immunofluorescence,9
displacement,data,9
differences,algorithm,9
stress,footprint,9
displacement,field,9
reference,image,9
time,lapse,9
sporulation,potential,8
Sporulation,rate,8
hyphomycete,communities,8
alder,leaves,8
confirm,assertions,8
process,confirm,8
weeks,incubation,8
adhesion,capability,8
study,area,8
sporulation,rate,8
material,[,8
rate,dynamics,8
sporulation,dynamics,8
production,varies,8
Plant,litter,7
winter,temperatures,7
precipitation,regimes,7
soil,biodiversity,7
rainfall,enhances,7
mineralization,rates,7
turnover,rate,7
moisture,availability,7
ecosystem,functions,7
plant,litter,7
rainfall,amount,7
climate,models,7
floor,litter,7
decaying,process,7
litter,bags,7
enhances,mass,7
nutrient,sources,7
plasma,membrane,6
transmembrane,proteins,6
cycle,progression,6
pore,complexes,6
protein,turnover,6
a51,recycling,6
cell,cycle,6
light,chain,6
cancer,cells,6
transport,receptors,6
cell,cycledependent,6
motor,neurons,6
transport,complexes,6
pore,complex,6
core,scaffold,6
cycledependent,manner,6
protein,transport,6
cell,division,6
transport,function,6
dynein,light,6
room,temperature,5
concentration,gradient,5
culture,systems,5
guidance,assays,5
root,ganglion,5
guidance,responses,5
plasma,matrix,5
knockout,mice,5
area,perpendicular,5
control,condition,5
control,explants,5
growth,cone,5
video,microscopy,5
botulinum,neurotoxin,5
cell,debris,4
school,glue,4
microscopy,samples,4
guinea,pig,4
antibody,specificity,4
liquid,nitrogen,4
eyebrain,complexes,4
head,extract,4
%,formaldehyde,4
colocalization,experiments,4
photoreceptor,terminals,4
protease,inhibitor,4
diode,system,4
extraction,buffer,4
eyelamina,complexes,4
fluorescence,microscopy,4
immunoprecipitation,buffer,4
Adult,brains,4
image,processing,4
neuron,differentiation,4
et,al.,4
protease,inhibitors,4
colocalization,experiment,4
glycerin,lens,4
neuron,nuclei,4
intensity,projections,4
photoreceptor,mosaics,4
a51,integrin,3
cells,migratory,3
cell,invasion,3
cell,migration,3
causes,cells,3
target,organs,3
actin,cytoskeleton,3
data,demonstrate,3
a51,integrins,3
basement,membranes,3
require,cancer,3
mutant,forms,3
ligand-binding,capacity,3
transmembrane,receptors,3
migratory,consequences,3
p53,expression,3
migratory,properties,3
surface,integrins,3
ligand,engagement,3
tumor,cell,3
p53s,ability,3
migratory,characteristics,3
instar,larvae,2
foxO25,code,2
instar,larval,2
neuron,identity,2
cell,lines,2
bovine,serum,2
element,transposon,2
foxO25,allele,2
nerve,cord,2
neuron,marker,2
forkhead,domain,2
foxO,locus,2
misexpression,screen,2
expression,pattern,2
activation,sequence,2
transgene,yields,2
Late-stage,wild-type,2
foxO,allele,2
cDNA,library,1
vinculin,antibody,1
cell,suspensions,1
reexpression,experiments,1
g/ml,streptomycin,1
family,antibody,1
iVision,software,1
cancer,cell,1
brain,cDNA,1
antibody,pY416,1
Fluorescence,microscopy,1
rat,brain,1
%,gelatin,1
manufacturers,instructions,1
cell,lysate,1
sample,buffer,1
degradation,assay,1
%,glutaraldehyde,1
